0.000000000000000000e+00,0.000000000000000000e+00
5.235987755982988122e-03,1.960784313725490335e+02
1.047197551196597624e-02,2.252252252252252340e+00
1.570796326794896697e-02,6.345580303318738569e-01
2.094395102393195249e-02,6.218132073125233195e-01
2.617993877991494148e-02,7.142857142857143016e-01
3.141592653589793394e-02,4.927079227433976971e-01
3.665191429188092292e-02,7.364854912358226313e-01
4.188790204786390498e-02,8.210180623973727165e+00
4.712388980384689396e-02,0.000000000000000000e+00
5.235987755982988295e-02,0.000000000000000000e+00
5.759586531581286500e-02,7.843137254901961342e+00
6.283185307179586787e-02,9.398496240601502683e-01
6.806784082777884992e-02,4.429678848283499781e-01
7.330382858376184585e-02,6.452445476835720894e-01
7.853981633974482790e-02,4.641232711408150302e-01
8.377580409572780995e-02,5.028157683024939706e-01
8.901179185171080588e-02,1.403508771929824483e+00
9.424777960769378793e-02,0.000000000000000000e+00
9.948376736367676998e-02,0.000000000000000000e+00
1.047197551196597659e-01,0.000000000000000000e+00
1.099557428756427618e-01,2.104377104377104235e+00
1.151917306316257300e-01,5.933309600094932579e-01
1.204277183876087259e-01,4.675081813931744046e-01
1.256637061435917357e-01,6.706908115358819478e-01
1.308996938995747317e-01,3.774154589371980784e-01
1.361356816555576998e-01,4.690431519699812535e-01
1.413716694115406958e-01,2.272727272727272485e+00
1.466076571675236917e-01,0.000000000000000000e+00
1.518436449235066599e-01,0.000000000000000000e+00
1.570796326794896558e-01,5.903187721369539176e+00
1.623156204354726517e-01,8.487523340689187012e-01
1.675516081914556199e-01,4.683840749414520110e-01
1.727875959474386158e-01,6.315523556902866709e-01
1.780235837034216118e-01,4.262574595055413917e-01
1.832595714594045799e-01,2.955868877656587235e-01
1.884955592153875759e-01,7.198387561186293526e-01
1.937315469713705718e-01,3.360215053763440984e+00
1.989675347273535400e-01,0.000000000000000000e+00
2.042035224833365359e-01,0.000000000000000000e+00
2.094395102393195318e-01,2.104377104377104235e+00
2.146754979953025000e-01,5.565759447876662547e-01
2.199114857512855237e-01,4.114549045424621410e-01
2.251474735072684918e-01,6.008171112713289741e-01
2.303834612632514600e-01,3.193867773874161653e-01
2.356194490192344837e-01,2.930402930402930539e-01
2.408554367752174519e-01,8.094544277157195156e-01
2.460914245312004756e-01,3.246753246753246280e+00
2.513274122871834715e-01,0.000000000000000000e+00
2.565634000431664119e-01,3.229974160206718459e+00
2.617993877991494633e-01,6.459531038046637530e-01
2.670353755551324038e-01,4.659832246039142811e-01
2.722713633111153997e-01,5.072022722661797545e-01
2.775073510670983956e-01,4.006249749609390731e-01
2.827433388230813915e-01,2.456761006289308324e-01
2.879793265790643875e-01,3.842311534619226587e-01
2.932153143350473834e-01,7.906388361796331532e-01
2.984513020910303238e-01,0.000000000000000000e+00
3.036872898470133197e-01,3.508771929824561209e+00
3.089232776029963157e-01,1.272750413643884526e+00
3.141592653589793116e-01,4.575611988103408523e-01
3.193952531149623075e-01,4.070004070004070162e-01
3.246312408709453035e-01,5.252100840336134668e-01
3.298672286269282994e-01,2.286393671262318128e-01
3.351032163829112398e-01,2.693385046326223220e-01
3.403392041388942357e-01,4.432624113475177041e-01
3.455751918948772317e-01,8.573388203017833220e-01
3.508111796508602276e-01,0.000000000000000000e+00
3.560471674068432235e-01,1.650437365901963993e+00
3.612831551628262194e-01,5.372877713303244596e-01
3.665191429188091599e-01,4.180602006688963201e-01
3.717551306747922113e-01,5.421523448088912955e-01
3.769911184307751517e-01,2.537620219757911189e-01
3.822271061867581476e-01,2.076196408180213948e-01
3.874630939427411436e-01,2.402979694821578693e-01
3.926990816987241395e-01,4.061078622482131029e-01
3.979350694547070799e-01,6.999370056694896869e-01
4.031710572106901314e-01,1.805706031058143646e+00
4.084070449666730718e-01,9.671179883945840716e-01
4.136430327226561232e-01,3.787304953794879414e-01
4.188790204786390636e-01,4.109138724523340169e-01
4.241150082346220596e-01,5.039052658100277027e-01
4.293509959906050000e-01,2.307124400147655963e-01
4.345869837465881069e-01,1.566416040100250540e-01
4.398229715025710473e-01,2.551020408163265363e-01
4.450589592585540433e-01,3.100967501860580344e-01
4.502949470145369837e-01,5.165556072111162633e-01
4.555309347705199796e-01,9.803921568627451677e-01
4.607669225265029200e-01,4.346125429179885646e-01
4.660029102824860270e-01,4.130865829477858298e-01
4.712388980384689674e-01,4.933155739726702849e-01
4.764748857944519633e-01,2.959280303030302761e-01
4.817108735504349037e-01,1.469032788811846235e-01
4.869468613064178997e-01,1.556178026766261990e-01
4.921828490624009511e-01,2.069707757264674097e-01
4.974188368183839470e-01,0.000000000000000000e+00
5.026548245743669430e-01,5.548465849192698585e-01
5.078908123303498279e-01,6.149305128520476948e-01
5.131268000863328238e-01,3.313891834570519834e-01
5.183627878423159308e-01,4.113871976304097622e-01
5.235987755982989267e-01,4.213009774182676082e-01
5.288347633542818116e-01,2.264697889301567069e-01
5.340707511102648075e-01,1.357662647985228566e-01
5.393067388662478034e-01,1.613293538759377199e-01
5.445427266222307994e-01,1.628558400104227755e-01
5.497787143782137953e-01,2.464146666009560949e-01
5.550147021341967912e-01,5.533421868083222561e-01
5.602506898901797872e-01,4.724111866969010198e-01
5.654866776461627831e-01,3.375641371860653717e-01
5.707226654021456680e-01,4.840974003969598649e-01
5.759586531581287749e-01,2.952029520295202936e-01
5.811946409141117709e-01,1.367465266382233979e-01
5.864306286700947668e-01,1.182200784981321112e-01
5.916666164260776517e-01,1.455731213788686029e-01
5.969026041820606476e-01,1.449548465652949203e-01
6.021385919380437546e-01,2.570892356737023432e-01
6.073745796940266395e-01,4.405286343612334621e-01
6.126105674500096354e-01,3.958044725905403016e-01
6.178465552059926313e-01,4.169272461955388920e-01
